"","Year","Scenario","OM","Rho","Frequency","HCR","SSB","SSBest","F_full","Fest","R","Rest","Catchsim","Catchest","REESSB","REEF","rhoSSB"
"383",2004,8,3,2,1,4,19359.14346,11821.165,0.4701816,0.64833785,15418270,6590414.5,4443.686213,4446.282,NA,NA,NA
"384",2005,8,3,2,1,4,17266.71045,10864.225,0.6450534,0.88798535,9185212,4043968,5062.128047,5058.636,NA,NA,NA
"385",2006,8,3,2,1,4,15633.0102,9521.128,0.4354878,0.5972555,15170260,6958977,3067.887017,3074.405,NA,NA,NA
"386",2007,8,3,2,1,4,14203.80951,11179.885,0.481724,0.63024255,11425310,5450876,3798.595001,3795.2485,NA,NA,NA
"387",2008,8,3,2,1,4,15922.64237,12275.16,0.6653683,0.83944105,8282485,4129472.5,5151.754468,5155.0985,NA,NA,NA
"388",2009,8,3,2,1,4,16724.72866,12036.735,0.7703221,0.9430616,5282501,2727384,5565.333333,5575.516,NA,NA,NA
"389",2010,8,3,2,1,4,15839.34304,10457.385,0.8866648,1.048373,3214456,1705914.5,5339.020292,5330.717,NA,NA,NA
"390",2011,8,3,2,1,4,13221.7822,7881.027,1.307762,1.5009845,3123141,1601592.5,5109.970721,5064.822,NA,NA,NA
"391",2012,8,3,2,1,4,9573.531438,4453.171,1.481667,1.7015545,3451363,1462236.5,3032.407788,3008.287,NA,NA,NA
"392",2013,8,3,2,1,4,5394.312786,2595.205,1.858794,2.2529935,1711859,590796.8,1952.698835,1926.1425,NA,NA,NA
"393",2014,8,3,2,1,4,3291.968035,1592.72,1.668793,2.5781975,5726967,1717432.5,1242.39066,1225.97,NA,NA,NA
"394",2015,8,3,2,1,4,2375.189463,1061.8105,0.2698311,0.5070842,2311249,592773.2,260.327718,260.0932,NA,NA,NA
"395",2016,8,3,2,1,4,2232.821099,1681.6095,0.3742287,0.73538115,1355431,306711.65,578.9498259,579.01545,NA,NA,NA
"396",2017,8,3,2,1,4,3547.93507,1967.025,0.3788805,0.85516385,3061964,634374.9,857.4885428,862.29635,NA,NA,NA
"397",2018,8,3,2,1,4,4363.402523,1627.0155,0.198409,0.5178053,4260899,854057.8,515.7121064,519.5209,NA,NA,NA
"398",2019,8,3,2,1,4,4278.680045,1620.16,0.146181924,0.4071878,3025464.41,613913.2,412.5968479,415.22595,2.228489952,125.312899,NA
"399",2020,8,3,2,1,4,4725.483622,1870.766,0.099667701,0.3152466,2859008.223,609058.35,330.0948634,345.98655,8.545973278,10.47222832,0.108272605
"400",2021,8,3,2,1,4,5635.726122,2345.9875,0.099667699,0.31181115,3719656.915,815458.65,435.7610532,446.9598,-10.34800863,10.47207875,0.168818861
"401",2022,8,3,2,1,4,6764.741548,2840.719,0.092083935,0.2477094,4644326.073,1043115.5,475.3773085,478.19235,15.92079084,-12.62014468,0.219726129
"402",2023,8,3,2,1,4,8065.720576,3340.628,0.092085245,0.23574995,5083459.098,1174514.5,531.16485,537.03635,-3.178934637,-12.62077018,0.252465296
"403",2024,8,3,2,1,4,9311.983818,4038.245,0.098391761,0.2505946,4917191.121,1189231.5,684.6003076,685.49825,23.80122054,-38.41339473,0.276195319
"404",2025,8,3,2,1,4,10867.74134,4896.039,0.098391733,0.23995065,5321603.356,1388853.5,781.5264652,785.4717,7.462364961,-38.41287326,0.300861996
"405",2026,8,3,2,1,4,12810.21115,5875.966,0.102879422,0.2387941,5553491.859,1502077,985.8922513,977.5068,31.82362669,-38.78584543,0.317837688
"406",2027,8,3,2,1,4,14649.01582,6808.7615,0.102880964,0.2240999,5021686.459,1478484.5,1042.870349,1049.697,15.31833159,-38.78629873,0.429944184
"407",2028,8,3,2,1,4,16091.63693,7867.2165,0.118048368,0.24873335,5333357.491,1641134,1419.745726,1392.7455,37.16733091,-47.77234092,0.496183749
"408",2029,8,3,2,1,4,17354.2344,8757.577,0.118048047,0.23366115,5451107.067,1788445.5,1415.015027,1431.1125,25.62807054,-47.77282498,0.542658987
"409",2030,8,3,2,1,4,18338.69542,9707.633,0.151622691,0.2796822,5296024.852,1824760,2037.13875,1958.4035,33.79078298,-51.64910627,0.579682564
"410",2031,8,3,2,1,4,19154.64116,10302.605,0.151624637,0.26304335,5501554.78,2036312,1862.121981,1865.195,30.68841308,-51.64906952,0.626957494
"411",2032,8,3,2,1,4,19244.16688,10969.665,0.206645738,0.3413174,5486700.473,2053801,2513.367441,2528.5845,26.0648237,-52.67025322,0.657850042
"412",2033,8,3,2,1,4,19030.49491,10959.525,0.2066454,0.32374505,5186498.41,2167658,2357.529418,2355.2805,26.6002766,-52.66954491,0.692832082
"413",2034,8,3,2,1,4,18515.3953,11344.455,0.252406796,0.38572535,5599849.351,2479080.5,2883.543862,2928.368,7.936902269,-42.35749694,0.731025068
"414",2035,8,3,2,1,4,18029.11535,10877.975,0.252404691,0.3558683,5559918.135,2736351.5,2629.959687,2634.012,11.37921194,-42.35705048,0.755774147
"415",2036,8,3,2,1,4,16884.35435,11502.305,0.27477618,0.33934615,5442319.787,2742485.5,2717.146357,2723.8635,-9.137658025,-13.03794497,0.763303238
"416",2037,8,3,2,1,4,16237.15208,11973.28,0.274777735,0.30136785,5185237.236,2793714,2528.463203,2515.3555,-6.697130404,-13.03864321,0.733284261
"417",1986,9,4,2,1,1,19762.32531,22333.79,0.96721,0.9613876,10390600,10315745,10222.21174,9885.1765,NA,NA,NA
"418",1987,9,4,2,1,1,22869.3398,23509.04,0.836977,0.8456435,16225800,16340990,9552.789222,9613.54,NA,NA,NA
"419",1988,9,4,2,1,1,23492.82105,24592.015,0.852962,0.85506315,16847800,16925815,10371.7186,10404.715,NA,NA,NA
"420",1989,9,4,2,1,1,24657.57587,25841.17,0.6555,0.6566196,30233800,30532895,8661.997254,8689.751,NA,NA,NA
"421",1990,9,4,2,1,1,25916.29977,32264.87,0.956372,0.95834175,4526620,4536927.5,14190.23372,14181.005,NA,NA,NA
"422",1991,9,4,2,1,1,32324.26095,35216,1.19324,1.1925605,4628870,4656614.5,17983.28633,17979.41,NA,NA,NA
"423",1992,9,4,2,1,1,35286.3736,29813.255,1.2111,1.215735,8321060,8415235.5,16866.28605,16914.745,NA,NA,NA
"424",1993,9,4,2,1,1,29839.61046,18512.45,1.31222,1.3222655,8306270,8410347.5,11264.59277,11257.33,NA,NA,NA
"425",1994,9,4,2,1,1,18589.68356,12152.83,1.60134,1.627722,10593000,10651470,7569.729436,7573.162,NA,NA,NA
"426",1995,9,4,2,1,1,12248.59433,10567.105,1.4559,1.4604605,3499470,3509952.5,5812.687526,5791.9585,NA,NA,NA
"427",1996,9,4,2,1,1,10606.75415,11143.915,1.05505,1.0590245,3785520,3811938,5004.942714,5018.559,NA,NA,NA
"428",1997,9,4,2,1,1,11158.22628,11412.97,0.990981,0.9899138,3111340,3132115.5,5452.39683,5470.458,NA,NA,NA
"429",1998,9,4,2,1,1,11427.46276,9406.4335,0.862996,0.862589,5080230,5088679.5,4213.11885,4209.8095,NA,NA,NA
"430",1999,9,4,2,1,1,9426.170113,8295.6215,0.762063,0.7629283,4473680,4489663,3321.003451,3320.4,NA,NA,NA
"431",2000,9,4,2,1,1,8295.848879,8487.1795,0.524024,0.5225897,8768560,8771926.5,2429.529959,2439.2245,NA,NA,NA
"432",2001,9,4,2,1,1,8487.570382,10698.445,0.624922,0.62244815,5105900,5116682,3527.586356,3529.2005,NA,NA,NA
"433",2002,9,4,2,1,1,10685.61843,12825.67,0.666422,0.6639754,1316070,1328900.5,4393.986265,4398.593,NA,NA,NA
"434",2003,9,4,2,1,1,12810.60548,13903.78,0.531522,0.52739215,5760720,5755997,4240.301305,4241.7295,NA,NA,NA
"435",2004,9,4,2,1,1,13890.46735,13707.445,0.558618,0.5583935,2064430,2078641,4684.842667,4685.64,NA,NA,NA
"436",2005,9,4,2,1,1,13703.06953,12543.245,0.647474,0.64644,6694740,6706595.5,4707.148989,4707.857,NA,NA,NA
"437",2006,9,4,2,1,1,12533.36312,11449.755,0.879411,0.88161115,4096920,4080205.5,5284.612968,5303.3805,NA,NA,NA
"438",2007,9,4,2,1,1,11440.90256,9937.765,0.582746,0.5842643,6912250,6926685,3162.688662,3169.058,NA,NA,NA
"439",2008,9,4,2,1,1,9960.388013,11601.53,0.617485,0.61465395,5430370,5442421.5,3897.521222,3891.0485,NA,NA,NA
"440",2009,9,4,2,1,1,11613.63399,12671.88,0.82387,0.8244824,4118280,4142285,5274.080225,5278.8705,NA,NA,NA
"441",2010,9,4,2,1,1,12673.03248,12306.505,0.934049,0.9336186,2736090,2762857.5,5663.612707,5664.8855,NA,NA,NA
"442",2011,9,4,2,1,1,12325.97282,10622.655,1.04277,1.0434525,1711080,1737180,5398.15407,5400.371,NA,NA,NA
"443",2012,9,4,2,1,1,10642.93032,8016.9395,1.50474,1.515344,1645230,1672763,5152.425812,5175.01,NA,NA,NA
"444",2013,9,4,2,1,1,8019.458039,4489.0715,1.69086,1.716277,1681620,1715475.5,3039.018533,3042.9725,NA,NA,NA
"445",2014,9,4,2,1,1,4516.216193,2657.582,2.17901,2.2122215,787682,806344.85,1947.809682,1945.395,NA,NA,NA
"446",2015,9,4,2,1,1,2676.998938,1762.522,2.22469,2.209706,2701790,2755156,1245.113308,1241.429,NA,NA,NA
"447",2016,9,4,2,1,1,1759.860137,1462.769,0.370279,0.36150755,1184440,1207491,260.6425519,260.17915,NA,NA,NA
"448",2017,9,4,2,1,1,1439.881013,2607.832,0.459487,0.4449623,757999,777760.35,580.0326774,579.0222,NA,NA,NA
"449",2018,9,4,2,1,1,2555.224783,3637.085,0.419339,0.40574815,1845300,1891897,860.9131397,862.1796,NA,NA,NA
"450",2019,9,4,2,1,1,3552.202183,4102.615,0.033255323,0.03233188,870684.5571,899563.75,97.15135784,97.253255,-21.91535398,1118.308854,NA
"451",2020,9,4,2,1,1,3974.079595,5569.8265,0.032935976,0.032138845,1963128.022,1992591,135.3981891,136.35955,11.80644023,-9.904652833,0.010614183
"452",2021,9,4,2,1,1,5429.68238,7245.683,0.032935711,0.031950845,1596922.832,1611020.5,181.7675298,183.16575,-18.46159396,-9.904875228,0.005592418
"453",2022,9,4,2,1,1,7070.960025,9337.9505,0.0557798,0.054554925,2754631.8,2857121.5,399.8715817,398.47485,11.25192519,-49.62723213,0.010040614
"454",2023,9,4,2,1,1,9080.565835,12073.05,0.055779813,0.054598525,2850920.286,2902978,525.0843122,527.09975,-13.50393602,-49.62623661,0.005974689
"455",2024,9,4,2,1,1,11719.27273,14127.48,0.109690619,0.1066171,3480137.683,3559583.5,1164.32593,1160.621,11.54249101,-55.22836649,0.006255438
"456",2025,9,4,2,1,1,13834.43561,16028.815,0.10969079,0.10697035,2377958.458,2443771,1315.379562,1314.797,-5.058788616,-55.22805246,0.003934497
"457",2026,9,4,2,1,1,15703.00088,18586.665,0.14644934,0.1410361,2479342.39,2554669.5,1996.661855,2002.6805,11.46378318,-35.09405487,0.006709376
"458",2027,9,4,2,1,1,18138.09828,19857.335,0.146450013,0.1401334,3350603.069,3493552,2177.184586,2175.6505,-3.582067966,-35.0944371,0.006812118
"459",2028,9,4,2,1,1,19469.79638,21258.18,0.155408372,0.1504177,1526874.579,1604171,2499.267706,2495.0765,12.17516919,-17.56100864,0.005709134
"460",2029,9,4,2,1,1,20669.2501,22218.95,0.155410036,0.14965795,1775065.63,1850753.5,2585.069158,2595.2965,4.995155687,-17.56124037,0.015274842
"461",2030,9,4,2,1,1,21566.17948,22924.555,0.161965558,0.1551028,1433760.126,1544641,2787.296874,2781.765,13.87713977,-16.80234542,0.011709092
"462",2031,9,4,2,1,1,22181.49837,22763.915,0.16196471,0.1530753,1295391.582,1441904.5,2778.950551,2794.3365,10.64356118,-16.80218617,0.018882033
"463",2032,9,4,2,1,1,21895.63045,22039.435,0.166585764,0.1552293,1120550.967,1205117,2805.904041,2781.115,15.39066713,-17.17812195,0.01504717
"464",2033,9,4,2,1,1,21167.69198,20704.4,0.166583691,0.15642855,1066738.261,1166094.5,2567.918699,2574.6905,19.10009481,-17.17858849,0.018857253
"465",2034,9,4,2,1,1,19494.43172,19269.84,0.174071825,0.15465265,1788408.462,1930662,2469.628988,2490.5255,13.45066732,-18.45816129,0.020788154
"466",2035,9,4,2,1,1,18071.7819,18072.095,0.174071743,0.1549698,2021887.429,2249570.5,2272.349115,2246.495,23.08392515,-18.45810278,0.029218232
"467",2036,9,4,2,1,1,16808.51143,16831.335,0.170204049,0.15042355,1919337.23,2079784,2024.355467,2029.522,12.44157272,-13.50260013,0.028161186
"468",2037,9,4,2,1,1,15222.27513,16363.095,0.170203584,0.14630575,1334649.798,1469469,1911.026535,1917.1625,24.79559324,-13.50230285,0.040371085
"469",1986,10,4,2,1,2,19779.05592,22361.985,0.96721,0.96189095,10390600,10322960,10289.83064,9850.589,NA,NA,NA
"470",1987,10,4,2,1,2,23002.3899,23484.825,0.836977,0.84510415,16225800,16341410,9568.908765,9647.4855,NA,NA,NA
"471",1988,10,4,2,1,2,23527.55364,24618.035,0.852962,0.8534069,16847800,16813485,10380.27838,10399.88,NA,NA,NA
"472",1989,10,4,2,1,2,24673.77092,25808.815,0.6555,0.66162705,30233800,30316105,8662.939089,8677.421,NA,NA,NA
"473",1990,10,4,2,1,2,25918.43777,32211.1,0.956372,0.96028135,4526620,4559068.5,14193.10475,14212.115,NA,NA,NA
"474",1991,10,4,2,1,2,32329.32597,35156.155,1.19324,1.1995095,4628870,4736594,17984.31231,17972.12,NA,NA,NA
"475",1992,10,4,2,1,2,35287.96719,29714.5,1.2111,1.216681,8321060,8359507.5,16866.54281,16904.385,NA,NA,NA
"476",1993,10,4,2,1,2,29840.0061,18499.29,1.31222,1.3244765,8306270,8372342.5,11264.65804,11265.945,NA,NA,NA
"477",1994,10,4,2,1,2,18589.78004,12153.035,1.60134,1.6211125,10593000,10619775,7569.745222,7565.355,NA,NA,NA
"478",1995,10,4,2,1,2,12248.6156,10575.365,1.4559,1.465098,3499470,3498166.5,5812.690023,5813.898,NA,NA,NA
"479",1996,10,4,2,1,2,10606.75766,11120.955,1.05505,1.052032,3785520,3806833.5,5004.943117,5002.8225,NA,NA,NA
"480",1997,10,4,2,1,2,11158.22695,11408.06,0.990981,0.98757025,3111340,3112579.5,5452.39694,5457.1765,NA,NA,NA
"481",1998,10,4,2,1,2,11427.46295,9410.806,0.862996,0.86265025,5080230,5058352.5,4213.118881,4202.085,NA,NA,NA
"482",1999,10,4,2,1,2,9426.170171,8288.123,0.762063,0.7622074,4473680,4483265.5,3321.003461,3316.7925,NA,NA,NA
"483",2000,10,4,2,1,2,8295.848899,8466.5965,0.524024,0.52404335,8768560,8801118,2429.529962,2423.919,NA,NA,NA
"484",2001,10,4,2,1,2,8487.57039,10665.21,0.624922,0.6240758,5105900,5105183.5,3527.586357,3516.837,NA,NA,NA
"485",2002,10,4,2,1,2,10685.61843,12797.845,0.666422,0.66600505,1316070,1314555.5,4393.986266,4394.535,NA,NA,NA
"486",2003,10,4,2,1,2,12810.60549,13867.91,0.531522,0.52966665,5760720,5779159,4240.301305,4237.786,NA,NA,NA
"487",2004,10,4,2,1,2,13890.46735,13703.215,0.558618,0.5584661,2064430,2067268,4684.842667,4697.386,NA,NA,NA
"488",2005,10,4,2,1,2,13703.06953,12494.22,0.647474,0.65071495,6694740,6684024,4707.148989,4710.7565,NA,NA,NA
"489",2006,10,4,2,1,2,12533.36312,11409.14,0.879411,0.87701355,4096920,4115769,5284.612968,5266.9545,NA,NA,NA
"490",2007,10,4,2,1,2,11440.90256,9939.9795,0.582746,0.5842619,6912250,6942116,3162.688662,3167.135,NA,NA,NA
"491",2008,10,4,2,1,2,9960.388013,11612.92,0.617485,0.61700785,5430370,5445679,3897.521222,3909.2015,NA,NA,NA
"492",2009,10,4,2,1,2,11613.63399,12641.99,0.82387,0.82581165,4118280,4142014.5,5274.080225,5266.626,NA,NA,NA
"493",2010,10,4,2,1,2,12673.03248,12313.25,0.934049,0.93439765,2736090,2757540.5,5663.612707,5661.321,NA,NA,NA
"494",2011,10,4,2,1,2,12325.97282,10608.83,1.04277,1.0402195,1711080,1725964,5398.15407,5399.7755,NA,NA,NA
"495",2012,10,4,2,1,2,10642.93032,7993.9935,1.50474,1.513525,1645230,1678577.5,5152.425812,5160.164,NA,NA,NA
"496",2013,10,4,2,1,2,8019.458039,4502.366,1.69086,1.709942,1681620,1720908.5,3039.018533,3047.6575,NA,NA,NA
"497",2014,10,4,2,1,2,4516.216193,2668.3035,2.17901,2.2079435,787682,805665.8,1947.809682,1954.0325,NA,NA,NA
"498",2015,10,4,2,1,2,2676.998938,1768.899,2.22469,2.2152895,2701790,2758948.5,1245.113308,1247.8265,NA,NA,NA
"499",2016,10,4,2,1,2,1759.860137,1465.0435,0.370279,0.36469985,1184440,1209848.5,260.6425519,262.40515,NA,NA,NA
"500",2017,10,4,2,1,2,1439.881013,2608.941,0.459487,0.4491034,757999,777749.55,580.0326774,583.0316,NA,NA,NA
"501",2018,10,4,2,1,2,2555.224783,3640.554,0.419339,0.4055616,1845300,1884557,860.9131397,860.379,NA,NA,NA
"502",2019,10,4,2,1,2,3552.202183,4096.8145,0.048190131,0.04569233,893154.5183,906136.25,139.9142351,139.17855,-22.99416364,778.8437364,NA
"503",2020,10,4,2,1,2,3974.191023,5535.324,0.042517883,0.04080339,1968253.305,2011780,172.3743701,172.37655,10.20898587,1.332480869,0.00156536
"504",2021,10,4,2,1,2,5376.058492,7163.9505,0.042517929,0.040667705,1491132.298,1542984.5,230.7581543,228.00075,-18.63623522,1.334317078,-0.000635631
"505",2022,10,4,2,1,2,6967.08943,9133.93,0.063693571,0.06161866,2748997.716,2816087,440.0793311,438.85255,10.74189747,-41.37732442,-0.002862629
"506",2023,10,4,2,1,2,8868.557297,11808.285,0.063693736,0.06120316,2827024.219,2909155.5,577.4451943,577.8736,-13.15218992,-41.37733231,-0.001221615
"507",2024,10,4,2,1,2,11433.43027,13866.575,0.108884101,0.1051419,3494838.301,3559319,1136.123816,1131.565,11.89170716,-50.29888443,0.002807936
"508",2025,10,4,2,1,2,13423.85264,15744.365,0.108883833,0.1056721,2437208.074,2496304,1300.62421,1304.494,-4.622510387,-50.29886707,-0.000671276
"509",2026,10,4,2,1,2,15192.06315,18310.505,0.150968313,0.14493905,2465144.036,2556788.5,2007.146505,1999.336,12.12968882,-35.74816942,0.004569357
"510",2027,10,4,2,1,2,17670.8428,19549.475,0.150965707,0.14508895,3435819.652,3548046.5,2190.420719,2189.2055,-3.1828945,-35.74900012,0.005525503
"511",2028,10,4,2,1,2,18928.75593,20763.825,0.159893058,0.15265405,1570793.053,1606038.5,2466.353484,2489.0315,12.50831106,-18.46367982,0.010285518
"512",2029,10,4,2,1,2,20053.81589,21634.855,0.159892856,0.1526849,1682697.078,1759003,2568.120855,2584.762,5.874792602,-18.46512764,0.008509514
"513",2030,10,4,2,1,2,20666.15646,22370.515,0.165950399,0.15821125,1434031.579,1514406.5,2791.179698,2830.846,13.94754071,-18.20586163,0.017417555
"514",2031,10,4,2,1,2,21390.26117,22178.395,0.165949341,0.15655635,1298439.705,1349943,2791.084689,2781.94,9.794979051,-18.20718166,0.019926716
"515",2032,10,4,2,1,2,21270.5301,21442.7,0.17051033,0.1585705,1098330.055,1152036.5,2792.296234,2772.506,14.59182456,-16.38120586,0.021970406
"516",2033,10,4,2,1,2,20642.95964,20067.64,0.170510355,0.15697445,1097348.392,1185012,2563.948919,2582.615,19.31700097,-16.38198137,0.019427403
"517",2034,10,4,2,1,2,19041.12874,18726.17,0.176037935,0.1612907,1731075.936,1910979.5,2445.756581,2458.013,14.28218352,-17.53382654,0.020540676
"518",2035,10,4,2,1,2,17650.99337,17613.465,0.176038374,0.1590971,2063703.845,2228340,2263.238975,2261.6905,23.03309126,-17.53448395,0.024924438
"519",2036,10,4,2,1,2,16318.61077,16231.07,0.174347997,0.1550151,1888906.78,1971110.5,2018.664546,2026.731,13.42216888,-16.40693862,0.025979252
"520",2037,10,4,2,1,2,14762.26229,15681.855,0.174349308,0.15052555,1300763.24,1349873.5,1891.921525,1883.2005,25.33206901,-16.4071808,0.039209774
"521",1986,11,4,2,1,3,19640.62045,22344.67,0.96721,0.9584057,10390600,10339730,10253.76077,9847.064,NA,NA,NA
"522",1987,11,4,2,1,3,22946.85276,23515.39,0.836977,0.8403914,16225800,16301090,9572.948445,9611.35,NA,NA,NA
"523",1988,11,4,2,1,3,23532.10532,24573.66,0.852962,0.8577944,16847800,16860430,10379.38678,10384.98,NA,NA,NA
"524",1989,11,4,2,1,3,24672.39063,25794.73,0.6555,0.6580914,30233800,30325160,8662.573497,8650.352,NA,NA,NA
"525",1990,11,4,2,1,3,25917.60787,32254.39,0.956372,0.9647381,4526620,4522553,14192.48387,14225.61,NA,NA,NA
"526",1991,11,4,2,1,3,32328.23063,35192.06,1.19324,1.19913,4628870,4645927,17984.09043,18037.05,NA,NA,NA
"527",1992,11,4,2,1,3,35287.62256,29766.46,1.2111,1.205801,8321060,8396964,16866.48728,16828.75,NA,NA,NA
"528",1993,11,4,2,1,3,29839.92054,18544.06,1.31222,1.317613,8306270,8353125,11264.64392,11288.33,NA,NA,NA
"529",1994,11,4,2,1,3,18589.75918,12192.59,1.60134,1.61883,10593000,10653970,7569.741808,7579.01,NA,NA,NA
"530",1995,11,4,2,1,3,12248.611,10580.79,1.4559,1.468076,3499470,3498165,5812.689483,5818.959,NA,NA,NA
"531",1996,11,4,2,1,3,10606.7569,11153.16,1.05505,1.057373,3785520,3811418,5004.94303,5011.722,NA,NA,NA
"532",1997,11,4,2,1,3,11158.2268,11427.32,0.990981,0.9926165,3111340,3114104,5452.396916,5477.585,NA,NA,NA
"533",1998,11,4,2,1,3,11427.46291,9411.292,0.862996,0.8623871,5080230,5070887,4213.118874,4200.398,NA,NA,NA
"534",1999,11,4,2,1,3,9426.170159,8299.868,0.762063,0.7612448,4473680,4470788,3321.003459,3324.965,NA,NA,NA
"535",2000,11,4,2,1,3,8295.848895,8476.29,0.524024,0.5219272,8768560,8776723,2429.529961,2426.704,NA,NA,NA
"536",2001,11,4,2,1,3,8487.570388,10671.31,0.624922,0.6244512,5105900,5123048,3527.586357,3533.622,NA,NA,NA
"537",2002,11,4,2,1,3,10685.61843,12797.96,0.666422,0.6646614,1316070,1313742,4393.986266,4381.449,NA,NA,NA
"538",2003,11,4,2,1,3,12810.60549,13889.18,0.531522,0.529843,5760720,5773778,4240.301305,4251.411,NA,NA,NA
"539",2004,11,4,2,1,3,13890.46735,13712.98,0.558618,0.5591829,2064430,2048672,4684.842667,4696.439,NA,NA,NA
"540",2005,11,4,2,1,3,13703.06953,12533.45,0.647474,0.6481459,6694740,6702815,4707.148989,4732.815,NA,NA,NA
"541",2006,11,4,2,1,3,12533.36312,11415.88,0.879411,0.8808736,4096920,4124183,5284.612968,5286.751,NA,NA,NA
"542",2007,11,4,2,1,3,11440.90256,9938.827,0.582746,0.581719,6912250,6930732,3162.688662,3157.14,NA,NA,NA
"543",2008,11,4,2,1,3,9960.388013,11604.39,0.617485,0.6178077,5430370,5416091,3897.521222,3905.644,NA,NA,NA
"544",2009,11,4,2,1,3,11613.63399,12647.9,0.82387,0.8275075,4118280,4115891,5274.080225,5292.243,NA,NA,NA
"545",2010,11,4,2,1,3,12673.03248,12290.9,0.934049,0.9360323,2736090,2781371,5663.612707,5665.225,NA,NA,NA
"546",2011,11,4,2,1,3,12325.97282,10588.19,1.04277,1.048835,1711080,1731439,5398.15407,5395.574,NA,NA,NA
"547",2012,11,4,2,1,3,10642.93032,7976.655,1.50474,1.519028,1645230,1667061,5152.425812,5153.468,NA,NA,NA
"548",2013,11,4,2,1,3,8019.458039,4477.876,1.69086,1.711895,1681620,1710340,3039.018533,3036.691,NA,NA,NA
"549",2014,11,4,2,1,3,4516.216193,2659.808,2.17901,2.203529,787682,800731.1,1947.809682,1941.688,NA,NA,NA
"550",2015,11,4,2,1,3,2676.998938,1758.455,2.22469,2.227142,2701790,2735130,1245.113308,1243.034,NA,NA,NA
"551",2016,11,4,2,1,3,1759.860137,1452.184,0.370279,0.3655661,1184440,1202061,260.6425519,259.9847,NA,NA,NA
"552",2017,11,4,2,1,3,1439.881013,2584.51,0.459487,0.4540748,757999,767206.7,580.0326774,582.3891,NA,NA,NA
"553",2018,11,4,2,1,3,2555.224783,3602.446,0.419339,0.4112657,1845300,1872230,860.9131397,863.0786,NA,NA,NA
"554",2019,11,4,2,1,3,3552.202183,4043.417,0.141649422,0.1372133,900520.5869,910569.9,396.0304765,393.1906,-22.34664982,195.4244962,NA
"555",2020,11,4,2,1,3,3974.227552,5140.528,0.139261208,0.1366798,1923269.726,1960938,506.8464569,507.7744,12.2796138,-11.41551362,-0.006629971
"556",2021,11,4,2,1,3,5063.879725,6329.053,0.139262122,0.1337426,1507161.573,1556585,635.9074389,635.1472,-11.5720901,-11.4157151,-0.005083354
"557",2022,11,4,2,1,3,6205.426389,7724.382,0.142997469,0.1386277,2604575.149,2665009,794.6511729,796.2537,12.09497629,-17.0609393,0.001717101
"558",2023,11,4,2,1,3,7546.818574,9616.076,0.14299606,0.1361814,2833134.308,2906918,993.8288056,984.9011,-7.759615642,-17.06328892,0.005996111
"559",2024,11,4,2,1,3,9366.390723,11117.05,0.143360081,0.1377484,3329439.095,3398186,1131.223446,1135.465,11.25370128,-12.92611733,0.014099932
"560",2025,11,4,2,1,3,10764.93763,13048.23,0.143357139,0.1373986,2345544.815,2412435,1315.812486,1331.956,-3.562754788,-12.9260414,0.020616415
"561",2026,11,4,2,1,3,12608.58653,15365.32,0.142449173,0.1359991,2312756.793,2369985,1558.374929,1560.587,10.83520087,-10.56984261,0.020838269
"562",2027,11,4,2,1,3,14982.16486,17270.58,0.142449535,0.1353605,3287662.691,3449853,1770.174639,1786.16,-5.795583771,-10.567904,0.025989942
"563",2028,11,4,2,1,3,16812.68647,19014.35,0.143236295,0.1364332,1567106.591,1602913,2015.578212,2027.86,11.30309847,-14.18745177,0.031577345
"564",2029,11,4,2,1,3,18630.10044,20287.33,0.143241473,0.1364956,1754583.033,1801504,2168.809975,2175.034,0.679404753,-14.18745477,0.034427757
"565",2030,11,4,2,1,3,19571.25869,21290.75,0.152795694,0.1461519,1405233.707,1453782,2528.186239,2539.202,11.2897921,-16.50604779,0.02632539
"566",2031,11,4,2,1,3,20650.73789,21714.92,0.152796767,0.1453451,1318475.228,1375014,2558.686819,2549.1,4.523795676,-16.506383,0.022290283
"567",2032,11,4,2,1,3,20858.06048,21337.41,0.160142672,0.1496561,1086346.938,1132388,2605.421421,2626.893,12.00181592,-16.24659178,0.020913963
"568",2033,11,4,2,1,3,20331.0741,20098.13,0.160140079,0.1477417,1047910.26,1142926,2426.022708,2441.257,14.50244194,-16.24600285,0.02087591
"569",2034,11,4,2,1,3,18855.73139,19117.86,0.163712739,0.1490012,1775034.188,1993423,2344.27025,2337.815,12.7885361,-15.69213525,0.018623749
"570",2035,11,4,2,1,3,17762.25979,18085.56,0.163715237,0.147316,2050962.626,2209482,2160.833895,2175.957,20.30283003,-15.69183173,0.021226576
"571",2036,11,4,2,1,3,16638.3115,16997.09,0.168881203,0.1461082,1896070.108,2070650,1979.460733,1974.139,11.8094666,-12.99399402,0.027584616
"572",2037,11,4,2,1,3,15223.56584,16496.76,0.16888054,0.145302,1286470.912,1508939,1860.449085,1874.263,22.63778686,-12.99355659,0.027693025
"573",1986,12,4,2,1,4,19806.25241,22329.445,0.96721,0.95894285,10390600,10328100,10275.13557,9890.1085,NA,NA,NA
"574",1987,12,4,2,1,4,22983.56373,23470.04,0.836977,0.84098875,16225800,16308650,9576.338736,9625.4995,NA,NA,NA
"575",1988,12,4,2,1,4,23539.75021,24612.65,0.852962,0.8543123,16847800,16850075,10385.08665,10416.735,NA,NA,NA
